100	5.894867	5.757306	0.1516607	0.1469291
200	11.79142	11.27447	0.304715	0.2876854
300	17.39213	16.51195	0.4426146	0.4274178
400	22.52415	21.57025	0.5651138	0.5493584
500	28.3038	27.69712	0.7281337	0.7283302
600	33.45476	33.55948	0.8607695	0.8829121
700	39.89869	39.73163	1.029426	1.07723
800	45.54749	45.79589	1.152088	1.215225
900	51.53435	52.35671	1.352	1.331298
1000	54.65681	57.22858	1.489954	1.46017
