10	0.598115
20	1.17926
30	1.76169
40	2.34765
50	2.92465
60	3.50318
70	4.07242
80	4.64882
90	5.20567
100	5.76856
110	6.34606
120	6.91752
130	7.48907
140	8.05469
150	8.62514
160	9.19006
170	9.76846
180	10.3469
190	10.9091
200	11.4877
210	12.0489
220	12.6211
230	13.1905
240	13.7479
250	14.3049
260	14.8598
270	15.4255
280	15.9827
290	16.5596
300	17.1195
310	17.6795
320	18.2527
330	18.8114
340	19.3751
350	19.9243
360	20.4846
370	21.0429
380	21.6212
390	22.1858
400	22.779
410	23.3746
420	23.9272
430	24.4999
440	25.0572
450	25.6019
460	26.155
470	26.7227
480	27.2939
490	27.8741
500	28.4652
510	29.0537
520	29.6012
530	30.1752
540	30.7393
550	31.3202
560	31.8716
570	32.4434
580	33.0096
590	33.57
600	34.1216
610	34.7092
620	35.2706
630	35.8206
640	36.4133
650	36.9988
660	37.5759
670	38.1382
680	38.6991
690	39.2301
700	39.7836
710	40.3418
720	40.8902
730	41.4617
740	42.0141
750	42.5472
760	43.1028
770	43.6674
780	44.2165
790	44.7648
800	45.2983
810	45.8711
820	46.4562
830	47.0057
840	47.5673
850	48.1442
860	48.7054
870	49.2518
880	49.8206
890	50.3671
900	50.9642
910	51.5149
920	52.0983
930	52.6555
940	53.213
950	53.7697
960	54.3479
970	54.9432
980	55.5155
990	56.1102
1000	56.6824
